date,#,Transact. No.,Symbol,Buyer,Seller,Quantity,Rate,Amount
2026-08-19,1,2026081905009578,BBC,45,34,10,"4,099.00","40,990.00"
2026-08-19,2,2026081905009948,BBC,49,34,10,"4,140.00","41,400.00"
2026-08-19,3,2026081905009931,BBC,1,26,10,"4,100.00","41,000.00"
2026-08-19,4,2026081905010060,BEDC,72,53,10,311.90,"3,119.00"
2026-08-19,5,2026081905010034,BEDC,16,90,100,310.00,"31,000.00"
2026-08-19,6,2026081905009614,BEDC,58,29,25,309.00,"7,725.00"
2026-08-19,7,2026081905009792,BEDC,16,1,50,310.00,"15,500.00"
2026-08-19,8,2026081905009962,BGWT,38,45,100,515.00,"51,500.00"
2026-08-19,9,2026081905009891,BHL,42,33,101,209.00,"21,109.00"
2026-08-19,10,2026081905009678,BHL,42,5,"1,100",209.00,"229,900.00"
2026-08-19,11,2026081905009677,BHL,42,14,600,209.00,"125,400.00"
2026-08-19,12,2026081905009676,BHL,42,58,10,209.00,"2,090.00"
2026-08-19,13,2026081905009675,BHL,42,34,20,209.00,"4,180.00"
2026-08-19,14,2026081905009581,BHL,39,34,80,209.00,"16,720.00"
2026-08-19,15,2026081905009580,BHL,39,49,20,209.00,"4,180.00"
2026-08-19,16,2026081905009927,BHPL,34,42,10,477.40,"4,774.00"
2026-08-19,17,2026081905009823,BHPL,50,32,50,472.00,"23,600.00"
2026-08-19,18,2026081905009801,BHPL,32,32,60,472.00,"28,320.00"
2026-08-19,19,2026081905009933,BNHC,38,36,100,280.00,"28,000.00"
2026-08-19,20,2026081905009693,BNHC,49,43,224,279.00,"62,496.00"
2026-08-19,21,2026081905009624,BNHC,42,43,16,279.90,"4,478.40"
2026-08-19,22,2026081905010058,CHDC,26,45,112,"2,182.00","244,384.00"
2026-08-19,23,2026081905010057,CHDC,37,45,38,"2,182.00","82,916.00"
2026-08-19,24,2026081905010056,CHDC,34,45,50,"2,182.20","109,110.00"
2026-08-19,25,2026081905010071,CIT,39,6,10,"1,700.00","17,000.00"
2026-08-19,26,2026081905009894,CIT,52,45,100,"1,695.00","169,500.00"
2026-08-19,27,2026081905009780,CIT,52,5,20,"1,695.00","33,900.00"
2026-08-19,28,2026081905009779,CIT,32,5,25,"1,695.00","42,375.00"
2026-08-19,29,2026081905009778,CIT,17,5,20,"1,695.00","33,900.00"
2026-08-19,30,2026081905009777,CIT,25,5,100,"1,695.10","169,510.00"
2026-08-19,31,2026081905009776,CIT,28,5,15,"1,695.10","25,426.50"
2026-08-19,32,2026081905009775,CIT,35,5,10,"1,695.10","16,951.00"
2026-08-19,33,2026081905009774,CIT,38,5,255,"1,695.20","432,276.00"
2026-08-19,34,2026081905009773,CIT,65,5,10,"1,698.00","16,980.00"
2026-08-19,35,2026081905009978,CKHL,82,42,20,595.00,"11,900.00"
2026-08-19,36,2026081905009944,CLI,97,45,13,435.00,"5,655.00"
2026-08-19,37,2026081905009977,DOLTI,57,60,61,310.00,"18,910.00"
2026-08-19,38,2026081905009976,DOLTI,34,60,20,310.00,"6,200.00"
2026-08-19,39,2026081905009975,DOLTI,57,60,119,310.00,"36,890.00"
2026-08-19,40,2026081905009918,DOLTI,57,62,50,310.00,"15,500.00"
2026-08-19,41,2026081905009654,DOLTI,57,58,10,310.00,"3,100.00"
